Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Drer_ENSDART00000078494	2415	2255.403	10.834739	164.000	SRR1609735	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2249.845	8.724042	200.000	SRR1609736	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2253.337	6.734277	133.000	SRR1609737	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2245.584	2.371447	77.000	SRR1609738	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2253.530	3.663350	111.000	SRR1609739	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2252.316	1.508020	61.000	SRR1609740	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2252.130	2.016937	102.000	SRR1609741	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2252.078	1.801332	102.000	SRR1609742	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2257.131	1.004098	53.000	SRR1609743	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2246.053	1.506057	56.000	SRR1609744	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2246.936	1.548989	56.000	SRR1609745	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2250.002	0.942288	38.000	SRR1609746	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2245.656	1.566301	52.000	SRR1609747	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2246.413	9.189883	370.000	SRR1609748	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2252.095	2.126773	106.000	SRR1609749	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2240.519	0.280391	7.000	SRR1609750	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2250.239	0.591036	13.000	SRR1609751	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2247.854	0.200345	7.000	SRR1609752	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2246.198	0.591699	26.000	SRR1609753	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2252.406	0.650499	25.000	SRR1609754	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2256.261	2.873320	123.000	SRR1609755	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2258.077	1.626564	65.000	SRR1609756	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2246.139	1.552804	61.000	SRR1609757	Drer_ENSDARP00000072956.4
Drer_ENSDART00000078494	2415	2256.740	1.404542	74.000	SRR1609758	Drer_ENSDARP00000072956.4
Drer_ENSDART00000130062	5787	5627.403	25.419203	960.000	SRR1609735	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5621.845	17.825978	1021.156	SRR1609736	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5625.337	16.067512	792.194	SRR1609737	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5617.584	11.379941	924.352	SRR1609738	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5625.530	13.868541	1049.000	SRR1609739	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5624.316	8.910062	900.003	SRR1609740	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5624.130	4.838062	611.000	SRR1609741	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5624.078	2.859422	404.345	SRR1609742	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5629.131	1.906730	251.000	SRR1609743	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5618.053	10.440151	971.000	SRR1609744	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5618.936	7.488340	677.000	SRR1609745	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5622.002	5.636897	568.000	SRR1609746	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5617.656	11.679704	970.000	SRR1609747	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5618.413	16.098428	1621.060	SRR1609748	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5624.095	8.291435	1032.002	SRR1609749	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5612.519	2.110720	132.000	SRR1609750	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5622.239	1.528513	84.000	SRR1609751	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5619.854	1.888889	165.000	SRR1609752	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5618.198	3.148142	346.000	SRR1609753	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5624.406	0.948240	91.000	SRR1609754	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5628.261	2.640844	282.000	SRR1609755	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5630.077	6.744529	672.000	SRR1609756	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5618.139	4.539058	446.000	SRR1609757	Drer_ENSDARP00000111640.2
Drer_ENSDART00000130062	5787	5628.740	5.372520	706.000	SRR1609758	Drer_ENSDARP00000111640.2
Drer_ENSDART00000148389	5859	5699.403	39.503340	1511.000	SRR1609735	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5693.845	27.775090	1611.465	SRR1609736	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5697.337	19.913220	994.370	SRR1609737	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5689.584	10.047626	826.593	SRR1609738	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5697.530	20.846592	1596.993	SRR1609739	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5696.316	6.920632	708.000	SRR1609740	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5696.130	7.489773	957.995	SRR1609741	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5696.078	5.955938	853.000	SRR1609742	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5701.131	4.614903	615.271	SRR1609743	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5690.053	7.898235	744.000	SRR1609744	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5690.936	6.349259	581.374	SRR1609745	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5694.002	4.125221	421.000	SRR1609746	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5689.656	10.057721	846.000	SRR1609747	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5690.413	15.070538	1537.003	SRR1609748	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5696.095	6.862047	865.025	SRR1609749	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5684.519	4.721184	299.041	SRR1609750	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5694.239	3.467535	193.000	SRR1609751	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5691.854	2.656206	235.000	SRR1609752	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5690.198	2.479459	276.000	SRR1609753	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5696.406	1.358083	132.000	SRR1609754	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5700.261	3.559871	385.000	SRR1609755	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5702.077	9.200168	928.394	SRR1609756	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5690.139	5.787926	576.000	SRR1609757	Drer_ENSDARP00000124629.1
Drer_ENSDART00000148389	5859	5700.740	6.491829	864.000	SRR1609758	Drer_ENSDARP00000124629.1
Drer_ENSDART00000156717	5460	5300.403	25.981581	924.221	SRR1609735	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5294.845	14.704532	793.349	SRR1609736	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5298.337	9.841066	457.000	SRR1609737	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5290.584	1.960829	150.000	SRR1609738	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5298.530	2.442376	174.000	SRR1609739	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5297.316	0.557092	53.000	SRR1609740	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5297.130	2.269910	270.000	SRR1609741	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5297.078	1.186892	158.078	SRR1609742	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5302.131	0.717788	89.000	SRR1609743	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5291.053	0.810568	71.000	SRR1609744	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5291.936	0.305358	26.000	SRR1609745	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5295.002	0.295036	28.000	SRR1609746	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5290.656	1.240159	97.000	SRR1609747	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5291.413	0.706482	67.000	SRR1609748	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5297.095	0.332682	39.000	SRR1609749	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5285.519	0.135837	8.000	SRR1609750	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5295.239	0.115922	6.000	SRR1609751	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5292.854	0.024310	2.000	SRR1609752	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5291.198	1.033725	107.000	SRR1609753	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5297.406	0.199142	18.000	SRR1609754	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5301.261	0.477233	48.000	SRR1609755	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5303.077	1.736826	163.000	SRR1609756	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5291.139	0.886113	82.000	SRR1609757	Drer_ENSDARP00000127601.2
Drer_ENSDART00000156717	5460	5301.740	0.953341	118.000	SRR1609758	Drer_ENSDARP00000127601.2
Drer_ENSDART00000166969	5940	5780.403	26.370370	1023.000	SRR1609735	Drer_ENSDARP00000133704.1
Drer_ENSDART00000166969	5940	5774.845	20.641187	1214.604	SRR1609736	Drer_ENSDARP00000133704.1
Drer_ENSDART00000166969	5940	5778.337	16.664991	844.000	SRR1609737	Drer_ENSDARP00000133704.1
Drer_ENSDART00000166969	5940	5770.584	0.167788	14.000	SRR1609738	Drer_ENSDARP00000133704.1
Drer_ENSDART00000166969	5940	5778.530	0.205931	16.000	SRR1609739	Drer_ENSDARP00000133704.1
Drer_ENSDART00000166969	5940	5777.316	0.048189	5.000	SRR1609740	Drer_ENSDARP00000133704.1
Drer_ENSDART00000166969	5940	5777.130	0.208131	27.000	SRR1609741	Drer_ENSDARP00000133704.1
Drer_ENSDART00000166969	5940	5777.078	0.268493	39.000	SRR1609742	Drer_ENSDARP00000133704.1
