Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Symmic_OLP96991	13647	13405.854	8.455549	1799.243	SRR3337493	Symmic_Smic20731
Symmic_OLP96991	13647	13396.801	5.224746	718.699	SRR3337494	Symmic_Smic20731
Symmic_OLP96991	13647	13388.850	5.907029	781.552	SRR3337495	Symmic_Smic20731
Symmic_OLP96991	13647	13407.941	8.640432	1607.506	SRR3337496	Symmic_Smic20731
Symmic_OLP96991	13647	13394.226	5.713173	784.971	SRR3337497	Symmic_Smic20731
Symmic_OLP96991	13647	13399.629	6.424585	724.610	SRR3337498	Symmic_Smic20731
Symmic_OLP96991	13647	13394.640	7.081703	1049.293	SRR3337500	Symmic_Smic20731
Symmic_OLP96991	13647	13401.913	7.695474	805.925	SRR3337501	Symmic_Smic20731
Symmic_OLP96991	13647	13399.767	6.199987	687.687	SRR3337502	Symmic_Smic20731
Symmic_OLP96991	13647	13431.646	11.322208	539.781	SRR3337503	Symmic_Smic20731
Symmic_OLP96991	13647	13395.401	6.505762	820.422	SRR3337504	Symmic_Smic20731
Symmic_OLP96991	13647	13383.276	6.197247	928.022	SRR3337505	Symmic_Smic20731
Symmic_OLP96991	13647	13395.643	5.648729	428.403	SRR7123380	Symmic_Smic20731
Symmic_OLP96991	13647	13394.240	5.560565	322.391	SRR7123381	Symmic_Smic20731
Symmic_OLP96991	13647	13388.989	4.224484	230.499	SRR7123382	Symmic_Smic20731
Symmic_OLP96991	13647	13388.925	4.606960	527.281	SRR7123383	Symmic_Smic20731
Symmic_OLP96991	13647	13394.185	5.503668	406.053	SRR7123384	Symmic_Smic20731
Symmic_OLP96991	13647	13388.130	5.362981	516.861	SRR7123385	Symmic_Smic20731
Symmic_OLP96991	13647	13398.222	5.475601	368.417	SRR7123386	Symmic_Smic20731
Symmic_OLP96991	13647	13393.930	5.363708	382.819	SRR7123387	Symmic_Smic20731
Symmic_OLP96991	13647	13399.439	4.675388	688.833	SRR7123388	Symmic_Smic20731
Symmic_OLP92773	10953	10711.854	18.715917	3182.213	SRR3337493	Symmic_Smic25401
Symmic_OLP92773	10953	10702.801	37.042511	4070.787	SRR3337494	Symmic_Smic25401
Symmic_OLP92773	10953	10694.850	33.716099	3563.341	SRR3337495	Symmic_Smic25401
Symmic_OLP92773	10953	10713.941	18.019460	2678.836	SRR3337496	Symmic_Smic25401
