Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Atha_AT2G25170.3	4230	4056.387	60.720991	13318.496	SRR1773555	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4048.598	65.987803	16858.194	SRR1773556	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4033.086	61.401567	6263.381	SRR1773557	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4026.700	63.109259	6460.123	SRR1773558	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4044.025	68.372392	7542.003	SRR1773559	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4022.025	67.995708	7057.003	SRR1773560	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4035.642	66.651000	11129.874	SRR1773561	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4030.857	61.207697	6442.838	SRR1773562	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4050.423	82.632234	6039.620	SRR1773563	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4059.310	82.434850	5618.771	SRR1773564	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4051.287	94.067678	6905.291	SRR1773565	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4044.262	79.076701	6010.862	SRR1773567	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4044.730	81.499039	6186.837	SRR1773568	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	3967.719	28.651194	7200.064	SRR1773569	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	3953.132	12.069348	3481.787	SRR1773571	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	3964.558	21.638248	4798.492	SRR1773572	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	3969.978	22.522589	5226.361	SRR1773573	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4029.742	58.578456	5792.000	SRR1773574	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4043.052	62.951691	5334.000	SRR1773575	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4043.708	55.376190	4962.281	SRR1773576	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4034.936	28.585608	3567.893	SRR1773577	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4030.544	33.674300	4169.074	SRR1773579	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4037.807	69.422110	8078.003	SRR1773580	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4048.399	57.704463	5764.000	SRR1773581	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4047.137	69.832615	6059.046	SRR1773582	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4040.908	50.197958	4132.104	SRR1773583	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4047.637	43.744265	4844.963	SRR1773584	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	4038.967	30.080969	3980.000	SRR1773585	Atha_AT2G25170.3
Atha_AT2G25170.3	4230	3965.087	21.911817	3744.312	SRR1773586	Atha_AT2G25170.3
