Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Sros_EGD73249	5031	4694.874	4.489087	72.990	SRR100049	Sros_EGD73249
Sros_EGD73249	5031	4685.333	5.038149	13.000	SRR100050	Sros_EGD73249
Sros_EGD73249	5031	4693.985	3.075891	57.000	SRR100051	Sros_EGD73249
Sros_EGD73249	5031	4666.658	4.865489	90.000	SRR100052	Sros_EGD73249
Sros_EGD73249	5031	4688.460	8.377246	112.878	SRR100053	Sros_EGD73249
Sros_EGD73249	5031	4644.232	4.247053	58.000	SRR100054	Sros_EGD73249
Sros_EGD73249	5031	4643.035	3.473409	48.809	SRR100055	Sros_EGD73249
Sros_EGD73249	5031	4700.610	6.227896	112.924	SRR100056	Sros_EGD73249
Sros_EGD73249	5031	4675.743	9.975558	127.897	SRR100057	Sros_EGD73249
Sros_EGD73249	5031	4695.611	3.280857	59.000	SRR100058	Sros_EGD73249
Sros_EGD73249	5031	4673.808	8.074997	106.968	SRR100059	Sros_EGD73249
Sros_EGD73249	5031	4696.143	4.794529	76.000	SRR100060	Sros_EGD73249
Sros_EGD73249	5031	4686.090	4.749022	12.000	SRR100061	Sros_EGD73249
Sros_EGD73249	5031	4688.070	7.371539	101.934	SRR100062	Sros_EGD73249
Sros_EGD73249	5031	4666.606	4.199557	80.000	SRR100063	Sros_EGD73249
Sros_EGD73249	5031	4701.523	5.553515	98.967	SRR100064	Sros_EGD73249
Sros_EGD73249	5031	4700.402	6.010049	109.786	SRR100065	Sros_EGD73249
Sros_EGD73249	5031	4702.070	5.830284	103.000	SRR100066	Sros_EGD73249
Sros_EGD73763	2469	2132.874	0.000000	0.000	SRR100049	Sros_EGD73763
Sros_EGD73763	2469	2123.333	0.000000	0.000	SRR100050	Sros_EGD73763
Sros_EGD73763	2469	2131.985	0.000000	0.000	SRR100051	Sros_EGD73763
Sros_EGD73763	2469	2104.658	0.119633	0.998	SRR100052	Sros_EGD73763
Sros_EGD73763	2469	2126.460	0.654521	4.000	SRR100053	Sros_EGD73763
Sros_EGD73763	2469	2082.232	0.000000	0.000	SRR100054	Sros_EGD73763
Sros_EGD73763	2469	2081.035	0.000000	0.000	SRR100055	Sros_EGD73763
Sros_EGD73763	2469	2138.610	0.000000	0.000	SRR100056	Sros_EGD73763
Sros_EGD73763	2469	2113.743	0.000000	0.000	SRR100057	Sros_EGD73763
Sros_EGD73763	2469	2133.611	0.000000	0.000	SRR100058	Sros_EGD73763
Sros_EGD73763	2469	2111.808	0.000000	0.000	SRR100059	Sros_EGD73763
Sros_EGD73763	2469	2134.143	0.000000	0.000	SRR100060	Sros_EGD73763
Sros_EGD73763	2469	2124.090	0.000000	0.000	SRR100061	Sros_EGD73763
Sros_EGD73763	2469	2126.070	0.000000	0.000	SRR100062	Sros_EGD73763
Sros_EGD73763	2469	2104.606	0.116398	1.000	SRR100063	Sros_EGD73763
Sros_EGD73763	2469	2139.523	0.000000	0.000	SRR100064	Sros_EGD73763
Sros_EGD73763	2469	2138.402	0.184142	1.530	SRR100065	Sros_EGD73763
Sros_EGD73763	2469	2140.070	0.000000	0.000	SRR100066	Sros_EGD73763
Sros_EGD74825	2859	2522.874	0.000000	0.000	SRR100049	Sros_EGD74825
Sros_EGD74825	2859	2513.333	0.000000	0.000	SRR100050	Sros_EGD74825
Sros_EGD74825	2859	2521.985	0.200875	2.000	SRR100051	Sros_EGD74825
Sros_EGD74825	2859	2494.658	0.101329	1.002	SRR100052	Sros_EGD74825
Sros_EGD74825	2859	2516.460	0.000000	0.000	SRR100053	Sros_EGD74825
Sros_EGD74825	2859	2472.232	0.000000	0.000	SRR100054	Sros_EGD74825
Sros_EGD74825	2859	2471.035	0.000000	0.000	SRR100055	Sros_EGD74825
Sros_EGD74825	2859	2528.610	0.102525	1.000	SRR100056	Sros_EGD74825
Sros_EGD74825	2859	2503.743	0.000000	0.000	SRR100057	Sros_EGD74825
Sros_EGD74825	2859	2523.611	0.146740	1.418	SRR100058	Sros_EGD74825
Sros_EGD74825	2859	2501.808	0.000000	0.000	SRR100059	Sros_EGD74825
Sros_EGD74825	2859	2524.143	0.000000	0.000	SRR100060	Sros_EGD74825
Sros_EGD74825	2859	2514.090	0.000000	0.000	SRR100061	Sros_EGD74825
Sros_EGD74825	2859	2516.070	0.538692	3.998	SRR100062	Sros_EGD74825
Sros_EGD74825	2859	2494.606	0.000000	0.000	SRR100063	Sros_EGD74825
Sros_EGD74825	2859	2529.523	0.104298	1.000	SRR100064	Sros_EGD74825
Sros_EGD74825	2859	2528.402	0.000000	0.000	SRR100065	Sros_EGD74825
Sros_EGD74825	2859	2530.070	0.000000	0.000	SRR100066	Sros_EGD74825
Sros_EGD75179	4293	3956.874	0.000000	0.000	SRR100049	Sros_EGD75179
Sros_EGD75179	4293	3947.333	0.000000	0.000	SRR100050	Sros_EGD75179
Sros_EGD75179	4293	3955.985	0.000000	0.000	SRR100051	Sros_EGD75179
Sros_EGD75179	4293	3928.658	0.000000	0.000	SRR100052	Sros_EGD75179
Sros_EGD75179	4293	3950.460	0.000000	0.000	SRR100053	Sros_EGD75179
Sros_EGD75179	4293	3906.232	0.000000	0.000	SRR100054	Sros_EGD75179
Sros_EGD75179	4293	3905.035	0.000000	0.000	SRR100055	Sros_EGD75179
Sros_EGD75179	4293	3962.610	0.000000	0.000	SRR100056	Sros_EGD75179
Sros_EGD75179	4293	3937.743	0.092615	1.000	SRR100057	Sros_EGD75179
