Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Tetwil_g17013.t1	2790	2540.000	0.541843	11.000	SRR5395975	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.313110	14.762	SRR5395976	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.714792	30.648	SRR5395977	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.680918	12.240	SRR5395978	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.253421	6.745	SRR5395979	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.366580	15.000	SRR5395980	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.775302	106.526	SRR5395981	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.564720	94.587	SRR5395982	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.367371	15.274	SRR5395983	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.172750	10.000	SRR5395984	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.767011	27.019	SRR5395985	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.664564	21.000	SRR5395986	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.348368	10.002	SRR5395997	Tetwil_Twilhelma_g17013.t1
Tetwil_g17013.t1	2790	2540.000	0.183276	22.000	SRR5395998	Tetwil_Twilhelma_g17013.t1
Tetwil_g1711.t1	4995	4745.000	1.872134	71.000	SRR5395975	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	2.134558	188.000	SRR5395976	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	1.910141	153.000	SRR5395977	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	1.995178	67.000	SRR5395978	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	1.830313	91.000	SRR5395979	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	4.735698	362.000	SRR5395980	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	2.851826	732.000	SRR5395981	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	3.352549	1049.000	SRR5395982	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	3.875397	301.000	SRR5395983	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	1.081935	117.000	SRR5395984	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	4.513287	297.000	SRR5395985	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	3.574354	211.000	SRR5395986	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	4.101849	220.000	SRR5395997	Tetwil_Twilhelma_g1711.t1
Tetwil_g1711.t1	4995	4745.000	2.198507	493.000	SRR5395998	Tetwil_Twilhelma_g1711.t1
Tetwil_g17229.t2	2517	2267.000	0.000000	0.000	SRR5395975	Tetwil_Twilhelma_g17229.t2
Tetwil_g17229.t2	2517	2267.000	0.023765	1.000	SRR5395976	Tetwil_Twilhelma_g17229.t2
Tetwil_g17229.t2	2517	2267.000	0.078394	3.000	SRR5395977	Tetwil_Twilhelma_g17229.t2
Tetwil_g17229.t2	2517	2267.000	0.062329	1.000	SRR5395978	Tetwil_Twilhelma_g17229.t2
Tetwil_g17229.t2	2517	2267.000	0.042099	1.000	SRR5395979	Tetwil_Twilhelma_g17229.t2
Tetwil_g17229.t2	2517	2267.000	0.082145	3.000	SRR5395980	Tetwil_Twilhelma_g17229.t2
Tetwil_g17229.t2	2517	2267.000	0.008154	1.000	SRR5395981	Tetwil_Twilhelma_g17229.t2
Tetwil_g17229.t2	2517	2267.000	0.033447	5.000	SRR5395982	Tetwil_Twilhelma_g17229.t2
