MAG_ID	Family	Clade	Clade_abbreviation	habitat	num_contigs	sum_len_contigs	min_len_contigs	avg_len_contigs	max_len_contigs	N50_contig_length	num_proteins	sum_protein_length	min_protein_len	avg_protein_len	max_protein_len
SRX330942.38	Mimiviridae	Mimiviridae_clade_16	MM16	Freshwater	33	545288	10154	16523.9	36978	17369	513	167471	22	326.5	1653
SRX696246.4	Mimiviridae	Mimiviridae_clade_16	MM16	beach sand	25	1406447	13270	56257.9	263743	77424	1338	421602	28	315.1	2113
SRX802077.79	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	26	815063	10359	31348.6	79453	39836	816	257055	25	315	6377
SRX802202.77	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	37	847268	10505	22899.1	62128	27930	777	254596	31	327.7	3152
SRX802963.30	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	15	584744	13436	38982.9	89359	61437	569	179862	20	316.1	3613
ERX552270.68	Mimiviridae	Mimiviridae_clade_17	MM17	Marine	25	462124	10734	18485	39333	18780	441	148248	29	336.2	5654
ERX633342.1	Mimiviridae	Mimiviridae_clade_18	MM18	Marine	25	519436	10100	20777.4	39681	28272	540	162165	25	300.3	2402
ERX633347.22	Mimiviridae	Mimiviridae_clade_18	MM18	Marine	16	502257	10147	31391.1	84142	35063	499	150565	20	301.7	2201
ERX682739.20	Mimiviridae	Mimiviridae_clade_18	MM18	Freshwater	12	379423	12552	31618.6	95173	28268	377	116332	33	308.6	1614
ERX943715.2	Mimiviridae	Mimiviridae_clade_18	MM18	Freshwater	16	302660	10384	18916.3	48719	17645	284	90755	24	319.6	2176
SRX1113224.1	Mimiviridae	Mimiviridae_clade_18	MM18	bioreactor sludge	9	132089	10090	14676.6	25763	15084	126	41618	47	330.3	1666
SRX310217.15	Mimiviridae	Mimiviridae_clade_18	MM18	soil	16	947749	15005	59234.3	173789	95585	1005	270192	26	268.8	4087
SRX310217.20	Mimiviridae	Mimiviridae_clade_18	MM18	soil	30	546574	10482	18219.1	44435	19238	689	158541	23	230.1	3153
SRX330942.33	Mimiviridae	Mimiviridae_clade_18	MM18	Freshwater	6	322789	21959	53798.2	96611	85759	323	99241	33	307.2	1576
SRX802202.37	Mimiviridae	Mimiviridae_clade_2	MM02	Marine	8	301802	11496	37725.3	56392	50567	311	95188	32	306.1	3863
SRX331965.39	Mimiviridae	Mimiviridae_clade_3	MM03	Freshwater	7	133994	12770	19142	32753	20132	178	42539	26	239	1383
SRX211342.63	Mimiviridae	Mimiviridae_clade_4	MM04	hydrocarbon metagenome	10	383850	12444	38385	97636	55267	363	116384	24	320.6	2146
SRX327520.39	Mimiviridae	Mimiviridae_clade_4	MM04	hydrocarbon metagenome	15	398854	10253	26590.3	86983	25403	391	119796	27	306.4	1649
SRX327722.204	Mimiviridae	Mimiviridae_clade_4	MM04	mine tailing	13	410858	10007	31604.5	126107	48366	384	125168	34	326	2207
SRX331703.23	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	10	399898	16844	39989.8	78083	51565	397	123629	33	311.4	1699
SRX331703.51	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	10	372235	10837	37223.5	115638	71729	372	114304	25	307.3	2073
SRX331950.28	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	7	383855	29721	54836.4	94982	57892	372	118975	34	319.8	1699
SRX331950.30	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	10	339313	12200	33931.3	81468	45787	326	104580	39	320.8	2073
SRX331950.48	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	8	339634	15963	42454.3	136801	60718	366	107399	34	293.4	1803
SRX331965.10	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	18	406334	10538	22574.1	65254	31896	435	130224	26	299.4	4022
SRX331965.9	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	5	183434	17661	36686.8	78824	38525	178	58932	31	331.1	4497
ERX552239.25	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	12	236401	10058	19700.1	43403	23320	262	74795	33	285.5	1884
ERX552241.31	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	10	236558	10256	23655.8	62699	62565	269	79191	33	294.4	1645
ERX552261.43	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	10	184517	10580	18451.7	32105	18954	179	58713	27	328	1784
ERX552264.38	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	10	230741	10388	23074.1	69819	26174	233	71819	36	308.2	2232
ERX552264.42	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	8	361740	15950	45217.5	103497	45617	383	113759	33	297	3223
ERX552270.107	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	10	348622	11826	34862.2	61351	44619	401	111814	26	278.8	1964
ERX552270.35	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	5	167835	19482	33567	56696	32262	160	53313	21	333.2	3051
ERX552270.36	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	8	179269	10037	22408.6	40097	26080	209	53963	27	258.2	1787
ERX552270.38	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	12	287295	11490	23941.3	44007	26834	297	90928	33	306.2	4382
ERX552282.42	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	16	313793	10045	19612.1	41135	19420	347	97781	30	281.8	1883
ERX552285.69	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	34	641040	10375	18854.1	43768	19888	681	201527	22	295.9	2733
ERX552297.60	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	11	337992	10813	30726.5	60648	48240	373	103803	39	278.3	2054
ERX552297.74	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	9	203462	11512	22606.9	58080	23021	244	62430	32	255.9	1674
ERX555907.104	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	12	237279	10677	19773.3	30031	20636	239	78850	37	329.9	2921
ERX555907.15	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	18	346303	10107	19239.1	37485	20560	375	108509	34	289.4	2268
ERX555907.40	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	11	361774	13817	32888.5	86801	36777	382	113596	24	297.4	2894
ERX555907.89	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	15	417580	10214	27838.7	67771	43141	433	129662	31	299.5	3459
ERX555931.15	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	12	349756	10128	29146.3	85621	40244	360	116362	36	323.2	5030
ERX555931.51	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	14	244712	10295	17479.4	36971	18537	272	74739	35	274.8	2114
ERX555931.9	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	16	383654	10545	23978.4	46784	27019	400	124441	35	311.1	2257
ERX555935.132	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	9	272703	11786	30300.3	66700	39021	255	85696	37	336.1	5052
ERX555935.160	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	16	369949	10205	23121.8	56226	23918	392	116532	36	297.3	2733
ERX555947.21	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	7	340132	10519	48590.3	88315	58745	346	107100	33	309.5	3332
ERX555954.49	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	8	135566	10455	16945.8	23128	18463	155	42233	21	272.5	1783
ERX555959.40	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	18	280310	10145	15572.8	29011	15058	325	91897	30	282.8	1883
ERX555967.107	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	8	319132	22908	39891.5	70701	44077	359	100026	31	278.6	1728
ERX556063.22	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	16	324451	10117	20278.2	36622	21119	356	111752	24	313.9	2694
ERX556094.31	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	14	240800	10310	17200	29594	17136	275	74898	33	272.4	1851
ERX556126.22	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	11	370315	10975	33665	93957	47722	415	113823	23	274.3	2054
ERX556126.36	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	12	216092	10606	18007.7	25452	19604	270	65390	32	242.2	1674
SRX802073.24	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	15	316612	10115	21107.5	44638	21115	340	97651	23	287.2	2135
SRX802074.61	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	13	251814	10620	19370.3	30725	23662	264	80526	23	305	3059
SRX802074.80	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	12	302887	10178	25240.6	50130	30081	339	92521	35	272.9	1809
SRX802143.55	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	12	270960	10588	22580	35471	27869	308	84742	36	275.1	2781
SRX802963.50	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	13	172392	10258	13260.9	17209	13494	182	53905	39	296.2	2025
ERX555933.51	Mimiviridae	Mimiviridae_clade_6	MM06	Marine	38	602638	10003	15858.9	43433	16305	506	184042	25	363.7	3705
SRX802073.13	Mimiviridae	Mimiviridae_clade_6	MM06	Marine	19	277701	10061	14615.8	36861	14328	281	90950	29	323.7	2245
ERX552252.37	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	21	479241	10341	22821	78241	26248	470	144081	31	306.6	3173
ERX552253.37	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	19	492403	10273	25915.9	79507	28703	461	148851	30	322.9	4133
ERX552255.64	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	20	479818	10041	23990.9	59185	26757	451	150253	32	333.2	4386
ERX552256.88	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	23	484587	10350	21069	42992	23643	459	151336	23	329.7	5334
ERX552261.47	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	30	587519	10532	19584	48457	20458	580	183448	37	316.3	3928
ERX552270.97	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	25	566362	10724	22654.5	47787	29140	555	177391	38	319.6	3928
ERX552302.17	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	33	489057	10222	14819.9	30142	14703	466	162419	26	348.5	6184
ERX555933.5	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	21	732394	10134	34875.9	142320	58440	693	227767	41	328.7	14479
ERX555957.21	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	31	565690	10319	18248.1	34304	18519	493	174776	23	354.5	5825
ERX555963.2	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	21	363645	10868	17316.4	31834	17887	380	113396	32	298.4	2284
ERX555967.32	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	24	413621	10237	17234.2	31591	18139	433	133095	23	307.4	3005
SRX802073.62	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	17	938437	11310	55202.2	115085	83139	887	290036	32	327	4954
SRX802143.100	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	14	604677	13719	43191.2	99764	66416	513	183250	38	357.2	4503
SRX802963.33	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	13	723856	12206	55681.2	179558	86829	719	214756	31	298.7	3281
SRX803008.112	Mimiviridae	Mimiviridae_clade_7	MM07	Marine	28	535128	10109	19111.7	47628	22606	444	165936	31	373.7	5622
ERX552287.77	Mimiviridae	Mimiviridae_clade_8	MM08	Marine	14	212029	10399	15144.9	26155	16344	223	63845	21	286.3	1785
ERX552287.8	Mimiviridae	Mimiviridae_clade_8	MM08	Marine	17	402040	10108	23649.4	52768	27929	474	131126	32	276.6	1988
ERX555915.1	Mimiviridae	Mimiviridae_clade_8	MM08	Marine	27	532401	11448	19718.6	54805	19848	527	169128	33	320.9	3279
ERX555935.69	Mimiviridae	Mimiviridae_clade_8	MM08	Marine	17	258617	10452	15212.8	29208	14387	251	78601	32	313.2	1335
SRX802077.138	Mimiviridae	Mimiviridae_clade_8	MM08	Marine	26	566695	10748	21796	48393	25062	559	178153	32	318.7	7242
SRX802189.83	Mimiviridae	Mimiviridae_clade_8	MM08	Marine	13	406825	13924	31294.2	61465	43892	440	131285	24	298.4	2089
SRX802202.7	Mimiviridae	Mimiviridae_clade_8	MM08	Marine	13	878417	15103	67570.5	173522	77785	839	268482	28	320	2655
ERX552244.17	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	24	387456	10431	16144	30225	15974	385	121509	35	315.6	3047
ERX552252.36	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	21	470335	10665	22396.9	38054	26742	454	149375	26	329	3738
ERX552252.49	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	16	294212	10345	18388.3	29953	24935	313	92114	20	294.3	1451
ERX552253.3	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	23	531206	10290	23095.9	44049	25252	506	168660	35	333.3	3729
ERX552255.59	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	29	506065	10797	17450.5	37957	18722	526	159255	30	302.8	3650
ERX552255.7	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	21	417111	10293	19862.4	47493	20333	418	132568	35	317.1	2347
ERX552261.31	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	26	475186	10188	18276.4	43304	20183	424	141053	25	332.7	2599
ERX552270.10	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	18	388673	10699	21592.9	38847	24539	418	119346	27	285.5	1511
ERX552270.42	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	23	731331	10297	31797	68445	35999	742	229319	24	309.1	6332
ERX552270.56	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	17	525182	10345	30893.1	145655	39607	559	163956	31	293.3	1899
ERX552270.76	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	25	492224	10429	19689	46686	21319	442	146573	28	331.6	2393
ERX552277.41	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	27	559010	10257	20704.1	42092	23524	553	176426	30	319	3929
ERX552298.2	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	15	195648	10218	13043.2	18532	12388	212	62079	40	292.8	1594
ERX552302.1	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	10	173214	10005	17321.4	30609	20380	194	52710	36	271.7	1223
ERX552302.18	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	22	408914	10135	18587	47394	19690	419	128169	24	305.9	2163
ERX552302.45	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	20	570360	10899	28518	56846	33801	560	180437	31	322.2	4674
ERX555907.45	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	14	348363	10287	24883.1	66078	29667	334	110577	29	331.1	6179
ERX555907.48	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	17	310631	10062	18272.4	39837	22849	315	97430	20	309.3	1526
ERX555907.72	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	17	616768	10907	36280.5	84436	45671	560	194507	27	347.3	6160
ERX555907.87	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	27	588285	10049	21788.3	52129	21377	564	184274	32	326.7	2408
ERX555913.32	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	18	497337	10058	27629.8	96305	27472	491	158015	31	321.8	2368
ERX555917.28	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	24	627133	11066	26130.5	64596	26858	600	197891	31	329.8	4067
ERX555941.31	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	15	471363	14580	31424.2	77298	47247	466	146744	22	314.9	4667
ERX555945.3	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	19	426643	11133	22454.9	65265	22855	452	131881	36	291.8	2678
ERX555951.15	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	16	595573	10175	37223.3	92644	49833	558	188098	32	337.1	5277
ERX555951.28	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	26	610936	10273	23497.5	63103	29288	590	192958	26	327	2866
ERX555961.42	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	13	191066	10391	14697.4	21354	14319	209	60490	46	289.4	2776
ERX555961.43	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	21	560056	13795	26669.3	54782	26546	535	177705	24	332.2	3308
ERX555961.47	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	20	629272	10957	31463.6	79279	36619	595	199734	24	335.7	2923
ERX555978.20	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	18	418393	11259	23244.1	45252	28105	448	130155	27	290.5	1498
ERX555987.28	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	22	540308	10251	24559.5	66720	29528	532	171616	31	322.6	3534
ERX555990.11	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	17	520475	13001	30616.2	87699	36663	483	162690	22	336.8	5110
ERX556005.35	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	22	488950	10954	22225	48028	26410	491	155204	31	316.1	2449
ERX556005.37	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	21	517469	10798	24641.4	46590	28163	519	162861	34	313.8	3645
ERX556015.14	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	28	475407	10651	16978.8	33257	19442	533	147439	23	276.6	2807
ERX556017.61	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	25	402876	10029	16115	36460	16979	428	125488	30	293.2	2811
ERX556034.16	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	33	636469	10323	19286.9	50877	19694	663	198225	25	299	4648
ERX556054.16	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	15	586884	11308	39125.6	107654	59538	543	185118	30	340.9	5098
ERX556060.39	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	21	544056	11268	25907.4	43528	28945	545	172063	31	315.7	3278
ERX556103.23	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	18	260954	10123	14497.4	25966	13428	259	72772	31	281	1883
ERX556134.17	Mimiviridae	Mimiviridae_clade_9	MM09	Marine	19	601968	11782	31682.5	102343	37645	551	188940	31	342.9	5109
SRX247688.42	Pithoviridae	Pithoviridae_clade_1	PT01	bioreactor sludge	1	410260	410260	410260	410260	410260	369	129672	35	351.4	1689
