MAG_ID	Family	Clade	Clade_abbreviation	habitat	num_contigs	sum_len_contigs	min_len_contigs	avg_len_contigs	max_len_contigs	N50_contig_length	num_proteins	sum_protein_length	min_protein_len	avg_protein_len	max_protein_len
ERX552270.51	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	459967	10805	28747.9	69133	31584	519	139843	27	269.4	3923
ERX552270.52	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	44	780352	10146	17735.3	49400	19576	851	240374	20	282.5	2259
ERX552270.55	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	385847	10340	42871.9	117781	80983	439	119718	33	272.7	1815
ERX552270.62	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	27	662834	11077	24549.4	79414	28341	702	204482	23	291.3	2152
ERX552270.65	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	19	461143	11266	24270.7	57886	23459	534	148215	22	277.6	2194
ERX552270.73	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	201113	10454	15470.2	27874	15473	199	63304	20	318.1	1849
ERX552270.74	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	8	295006	10348	36875.8	76953	42354	327	93376	43	285.6	1838
ERX552270.86	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	448260	11257	49806.7	117500	65180	476	137758	25	289.4	2012
ERX552270.87	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	260715	10334	26071.5	92952	24882	247	81278	25	329.1	7176
ERX552270.94	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	389688	10587	24355.5	43658	33275	442	122304	31	276.7	1951
ERX552274.21	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	400707	10183	26713.8	69272	35988	454	124907	27	275.1	1975
ERX552274.30	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	387535	11952	25835.7	98706	29303	404	121170	33	299.9	2831
ERX552274.5	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	275830	10051	19702.1	40218	20141	341	86335	44	253.2	2115
ERX552274.9	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	32	479950	10118	14998.4	20764	16634	538	148518	23	276.1	1975
ERX552283.5	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	349126	11090	21820.4	33356	23219	360	107930	53	299.8	2036
ERX552288.111	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	465163	10289	29072.7	58809	36220	514	147139	20	286.3	5601
ERX552288.39	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	413462	11552	27564.1	72411	26933	465	130029	32	279.6	2479
ERX552288.95	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	322627	10359	21508.5	38750	25187	333	100752	38	302.6	1883
ERX552290.18	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	7	375653	16310	53664.7	99215	69242	387	116234	24	300.3	2176
ERX552292.53	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	27	367751	10178	13620.4	30979	13247	431	122205	22	283.5	1798
ERX552296.13	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	62	1029447	10057	16604	47105	16238	983	312910	31	318.3	3434
ERX552296.3	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	139841	10205	12712.8	20298	12350	172	43712	39	254.1	1095
ERX552296.31	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	478245	13143	53138.3	124075	65881	495	149673	36	302.4	2356
ERX552296.34	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	255354	10417	21279.5	36608	25622	272	79757	44	293.2	1989
ERX552296.45	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	28	444748	10379	15883.9	42743	16246	474	137600	33	290.3	2296
ERX552296.8	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	440989	10350	36749.1	106349	54520	421	137479	22	326.6	4606
ERX552297.51	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	431728	11628	30837.7	82210	40027	403	131449	27	326.2	6437
ERX552297.80	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	338173	10566	22544.9	49641	23724	359	105052	31	292.6	1920
ERX552298.27	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	21	376730	10372	17939.5	41120	18407	374	114121	23	305.1	4636
ERX552300.47	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	363762	14409	33069.3	86334	35951	372	112593	24	302.7	2018
ERX552302.25	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	286784	10356	28678.4	105032	28842	316	86962	40	275.2	1788
ERX552302.42	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	263316	10352	17554.4	29159	17806	289	81398	36	281.7	1896
ERX552302.47	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	479083	12856	47908.3	98194	74441	510	147444	30	289.1	3053
ERX555907.46	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	324274	11792	23162.4	45159	21978	338	101088	37	299.1	2515
ERX555913.6	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	350087	10403	23339.1	63388	25825	373	110963	23	297.5	2252
ERX555913.65	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	22	334967	10026	15225.8	36108	13993	332	102963	38	310.1	2314
ERX555926.27	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	447520	12065	26324.7	51513	36358	492	140642	35	285.9	1995
ERX555926.39	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	347638	10462	19313.2	30655	19651	410	107383	29	261.9	1990
ERX555933.22	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	539679	12496	31745.8	55494	36594	566	170971	22	302.1	6284
ERX555943.12	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	340549	10160	20032.3	43314	19200	360	107557	26	298.8	2057
ERX555943.14	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	378792	13728	23674.5	41451	25540	365	117565	26	322.1	2850
ERX555943.9	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	417443	19942	37949.4	94488	39193	417	127890	37	306.7	2012
ERX555951.10	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	526671	10715	47879.2	104038	72487	521	166851	39	320.3	5638
ERX555954.29	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	315378	12437	19711.1	43671	20489	322	98463	40	305.8	3542
ERX555963.29	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	345648	10130	21603	43413	25037	381	104728	31	274.9	2025
ERX555964.34	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	411080	10418	31621.5	59604	47731	413	128682	46	311.6	2032
ERX555965.10	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	25	487036	10988	19481.4	33798	22086	513	150813	23	294	2534
ERX555965.20	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	275728	12243	27572.8	61149	27598	288	82537	42	286.6	2131
ERX555965.48	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	415220	10034	20761	59195	23349	440	129433	24	294.2	2161
ERX555965.5	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	26	484723	10104	18643.2	50826	20382	528	148741	34	281.7	2867
ERX555965.52	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	321507	10069	17861.5	32476	19101	386	98684	33	255.7	1719
ERX555965.56	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	394566	11804	30351.2	80709	38647	421	119483	23	283.8	2081
ERX555965.60	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	335532	10070	23966.6	82708	24755	320	104924	33	327.9	3356
ERX555967.26	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	372620	10161	33874.5	102814	41889	393	116735	43	297	1887
ERX555967.81	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	239451	10760	21768.3	35155	25677	267	76260	33	285.6	2067
ERX555967.90	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	418505	20057	46500.6	78368	65881	471	130705	30	277.5	1970
ERX555978.8	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	6	110675	12302	18445.8	32832	15492	123	35498	30	288.6	1919
ERX555988.97	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	463120	12401	42101.8	89557	62791	479	142234	26	296.9	1867
ERX555997.23	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	325571	13256	25043.9	52907	26920	327	101755	27	311.2	1952
ERX555997.4	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	403138	10595	22396.6	50423	25705	437	125042	23	286.1	2005
ERX555997.5	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	357924	11393	25566	64744	28143	355	111346	30	313.7	2788
ERX556003.31	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	444851	10446	26167.7	75027	30824	530	139369	26	263	2061
ERX556007.6	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	19	373010	10265	19632.1	45194	22254	387	114135	25	294.9	3470
ERX556009.10	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	34	693569	10005	20399.1	60102	24400	762	216870	29	284.6	2593
ERX556009.6	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	336906	14945	25915.8	50899	26803	364	107190	35	294.5	2271
ERX556009.7	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	449570	10095	26445.3	54610	38252	510	141877	21	278.2	3657
ERX556019.13	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	342032	10465	22802.1	46149	29221	317	105605	28	333.1	2879
ERX556019.45	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	426643	16969	42664.3	124013	45207	417	131042	57	314.2	2012
ERX556022.14	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	228716	10211	19059.7	38394	20634	221	71403	27	323.1	2139
ERX556022.4	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	456655	10206	38054.6	78280	50894	494	139023	35	281.4	3182
ERX556028.57	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	392269	10530	26151.3	74045	35482	424	121813	34	287.3	3509
ERX556028.70	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	320408	11650	26700.7	52363	30046	318	100833	30	317.1	2490
ERX556031.10	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	125875	10055	12587.5	17823	11880	118	40006	50	339	1950
ERX556031.42	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	581022	10025	44694	134733	67948	576	183020	34	317.7	2661
ERX556032.62	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	210930	10137	16225.4	22429	17448	207	65614	44	317	1325
ERX556037.19	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	390760	10192	19538	58071	19144	421	121335	34	288.2	1949
ERX556037.23	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	173270	11475	15751.8	26643	14228	194	53001	32	273.2	1897
ERX556037.25	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	25	519965	10356	20798.6	40695	21799	519	161393	27	311	6608
ERX556045.12	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	421455	10034	23414.2	49136	25789	381	132163	25	346.9	5100
ERX556049.12	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	503312	16509	45755.6	73977	54880	503	157264	38	312.7	2979
ERX556054.14	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	303921	10504	17877.7	61759	16831	286	94003	21	328.7	2217
ERX556054.25	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	5	424322	17306	84864.4	134219	127250	437	134257	35	307.2	3963
ERX556058.18	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	184343	10027	13167.4	22195	13312	192	56617	34	294.9	1968
ERX556068.30	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	286692	11834	19112.8	29149	21974	333	88808	33	266.7	1978
ERX556088.18	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	366812	12949	26200.9	48077	30182	422	115154	43	272.9	2328
ERX556088.21	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	423756	10502	32596.6	69451	52295	495	130398	30	263.4	1975
ERX556101.13	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	253176	10176	18084	29672	18493	293	80215	32	273.8	1757
ERX556106.20	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	5	416938	41678	83387.6	191652	82952	393	126757	31	322.5	2198
ERX556127.29	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	354960	14536	35496	65600	41210	399	110693	37	277.4	1946
ERX633355.15	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	8	147444	11829	18430.5	31574	19479	131	43716	31	333.7	1766
ERX633356.44	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	294378	10398	19625.2	38990	20977	252	87035	31	345.4	2792
ERX943721.3	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	231746	10020	14484.1	25989	14144	246	70660	41	287.2	2030
SRX327520.18	Mimiviridae	Mimiviridae_clade_1	MM01	hydrocarbon metagenome	5	430494	21744	86098.8	189087	129290	392	132866	25	338.9	2101
SRX327520.258	Mimiviridae	Mimiviridae_clade_1	MM01	hydrocarbon metagenome	19	428036	10478	22528.2	43208	25867	540	139830	34	258.9	2384
SRX327520.410	Mimiviridae	Mimiviridae_clade_1	MM01	hydrocarbon metagenome	11	458101	10532	41645.5	80065	58253	513	138008	32	269	2013
SRX331703.16	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	12	454646	11261	37887.2	76879	61515	454	139253	34	306.7	2047
SRX331703.17	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	27	612972	11093	22702.7	52685	28519	636	183893	22	289.1	2359
SRX331703.27	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	18	482743	10118	26819.1	48975	34853	481	144821	23	301.1	2236
SRX331703.34	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	10	220274	10043	22027.4	44714	25038	234	67626	33	289	1507
SRX331703.39	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	14	411700	10251	29407.1	81559	65788	385	127809	37	332	2318
SRX331703.43	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	22	380290	10025	17285.9	31186	19282	383	117150	36	305.9	2382
SRX331703.48	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	24	384306	10039	16012.8	29217	15246	375	107795	30	287.5	2464
SRX331950.13	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	11	244162	10856	22196.5	54325	23755	239	76347	35	319.4	3618
SRX331950.15	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	24	419718	10087	17488.3	26681	19854	414	116301	30	280.9	2459
SRX331950.31	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	14	449116	14772	32079.7	71840	45150	426	136394	27	320.2	2236
SRX331950.43	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	13	435155	12346	33473.5	59972	50990	420	132563	32	315.6	2359
SRX331950.6	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	7	239902	17126	34271.7	55337	35613	249	73466	26	295	1758
SRX331965.24	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	15	263054	10269	17536.9	43294	15966	283	80664	23	285	2230
SRX474032.22	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	15	469052	13351	31270.1	71394	53676	459	142976	33	311.5	2017
SRX474032.80	Mimiviridae	Mimiviridae_clade_1	MM01	Freshwater	18	323988	10268	17999.3	38089	17005	318	100233	34	315.2	1988
SRX802073.110	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	347157	11074	20421	36824	21348	392	112079	27	285.9	1536
SRX802073.139	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	8	370018	10841	46252.3	89502	63898	370	114961	25	310.7	2036
SRX802073.18	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	333921	12622	25686.2	49347	29160	345	102869	32	298.2	1772
SRX802073.23	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	320754	10147	35639.3	54571	48923	324	101625	37	313.7	1997
SRX802073.50	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	294738	11465	24561.5	48143	30128	326	91290	31	280	1505
SRX802073.53	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	8	311126	21582	38890.8	79324	39092	309	94094	22	304.5	2333
SRX802073.61	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	400040	11025	40004	118053	47946	405	125426	32	309.7	2074
SRX802073.68	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	293361	10182	14668.1	24515	16454	299	92343	27	308.8	1987
SRX802073.70	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	290054	10230	20718.1	61986	23383	330	88531	27	268.3	1857
SRX802073.74	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	275653	11291	22971.1	51901	23240	264	85472	40	323.8	1960
SRX802073.99	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	47	818697	10787	17419.1	46167	17652	894	253253	24	283.3	1907
SRX802074.42	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	213949	10598	17829.1	49664	16810	245	67162	26	274.1	1472
SRX802075.4	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	248605	10106	19123.5	32208	20702	269	78283	24	291	2042
SRX802076.68	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	7	340006	23878	48572.3	77262	62774	365	104671	37	286.8	1952
SRX802077.111	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	358194	10069	35819.4	77367	71265	344	109581	39	318.5	3813
SRX802077.118	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	438167	11457	33705.2	88483	60586	472	137723	32	291.8	2080
SRX802077.122	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	376413	10849	25094.2	65663	29814	364	112679	48	309.6	2269
SRX802077.162	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	405741	15078	25358.8	46072	26955	421	125229	24	297.5	2020
SRX802077.20	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	359385	11621	21140.3	49605	19462	391	109426	27	279.9	2209
SRX802077.72	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	153647	10063	13967.9	22380	13330	185	48598	21	262.7	1501
SRX802077.84	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	192220	10435	16018.3	26325	18012	212	57175	22	269.7	2011
SRX802077.94	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	6	415665	25791	69277.5	173568	73195	414	126398	20	305.3	2155
SRX802143.113	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	221572	10244	17044	40525	15436	252	68511	22	271.9	1472
SRX802143.26	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	250109	10464	22737.2	36358	28231	269	76920	23	285.9	2062
SRX802143.48	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	329803	10867	21986.9	54509	26723	351	103048	33	293.6	1942
SRX802143.8	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	365408	10197	18270.4	35841	22285	379	113353	34	299.1	1906
SRX802143.81	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	147512	10081	14751.2	34664	13282	163	46981	29	288.2	1501
SRX802189.102	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	425042	10299	32695.5	80392	36493	451	131800	24	292.2	1942
SRX802189.15	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	25	436214	10010	17448.6	52368	17097	471	140694	21	298.7	2042
SRX802189.37	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	329088	10869	25314.5	71419	25855	350	101051	31	288.7	1979
SRX802202.1	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	6	276113	13568	46018.8	105028	60211	276	83584	29	302.8	1923
SRX802202.132	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	302539	11117	27503.5	55747	33989	297	94545	30	318.3	1949
SRX802202.149	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	471520	16246	42865.5	117500	48193	502	145325	33	289.5	1505
SRX802202.55	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	385878	15274	38587.8	79261	40807	410	118354	43	288.7	1908
SRX802202.63	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	352139	10029	39126.6	78110	60229	350	104437	22	298.4	1941
SRX802202.64	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	5	395038	24495	79007.6	177045	103564	413	120512	35	291.8	2534
SRX802202.75	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	295909	10084	14795.5	29609	14487	304	91253	32	300.2	2020
SRX802963.107	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	380378	10259	21132.1	52498	29295	371	117976	25	318	2277
SRX802963.116	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	153089	10187	15308.9	21781	15805	150	47112	46	314.1	1906
SRX803008.123	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	278837	10067	25348.8	68140	50138	297	86740	22	292.1	1967
SRX803008.24	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	364292	12306	24286.1	64448	23536	388	111804	26	288.2	1979
SRX802076.48	Mimiviridae	Mimiviridae_clade_10	MM10	Marine	30	893420	10033	29780.7	76908	35172	790	251401	20	318.2	3535
ERX552257.96	Mimiviridae	Mimiviridae_clade_11	MM11	Marine	52	835707	10070	16071.3	47367	15861	901	266569	25	295.9	3089
ERX552261.23	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	17	329465	10067	19380.3	44020	23210	358	101436	30	283.3	2103
ERX552261.3	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	13	198812	10054	15293.2	34792	14077	237	60858	31	256.8	1740
ERX552270.116	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	9	363035	10436	40337.2	81183	53138	355	110030	38	309.9	3099
ERX552270.61	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	20	346679	10237	17334	38769	17477	357	107398	20	300.8	4541
ERX552270.89	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	16	410261	10068	25641.3	57550	30447	406	126975	31	312.7	3973
ERX555927.41	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	13	223368	10500	17182.2	29229	20034	213	69964	30	328.5	7630
ERX555958.4	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	11	526438	13408	47858	129208	66958	515	160853	31	312.3	4159
ERX555997.39	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	19	292924	10777	15417.1	27641	15261	334	88544	30	265.1	1535
ERX556059.13	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	18	392873	10449	21826.3	58810	25539	374	121991	25	326.2	4539
ERX556059.41	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	15	577933	10380	38528.9	95763	52973	559	187513	23	335.4	4987
ERX556091.17	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	15	420497	12181	28033.1	65259	29384	403	132400	32	328.5	4543
ERX556133.24	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	11	325579	13055	29598.1	52044	37751	341	99939	23	293.1	1764
SRX331703.2	Mimiviridae	Mimiviridae_clade_12	MM12	Freshwater	12	316421	10219	26368.4	58596	34713	349	99423	36	284.9	1865
SRX331950.24	Mimiviridae	Mimiviridae_clade_12	MM12	Freshwater	12	297703	12067	24808.6	62996	29172	326	92602	34	284.1	2007
SRX331950.8	Mimiviridae	Mimiviridae_clade_12	MM12	Freshwater	10	201589	11487	20158.9	36603	24341	194	63605	22	327.9	2302
SRX802076.62	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	14	448785	10050	32056.1	93669	43121	451	139031	29	308.3	4170
SRX802189.96	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	11	404325	10070	36756.8	128953	80439	419	127303	30	303.8	3634
ERX556058.46	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	13	333509	11964	25654.5	58008	35019	334	102049	27	305.5	2532
SRX802073.118	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	13	274359	10455	21104.5	67973	22326	315	84928	47	269.6	1940
SRX802077.119	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	15	324213	10716	21614.2	52655	31342	351	96892	30	276	1843
SRX802077.35	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	6	477992	41437	79665.3	203920	81213	491	144764	38	294.8	1756
SRX802143.64	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	32	609394	10039	19043.6	38834	21178	631	185243	22	293.6	2082
SRX803008.78	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	24	635293	10169	26470.5	75447	27734	641	190951	29	297.9	1731
ERX556315.47	Mimiviridae	Mimiviridae_clade_14	MM14	Marine	21	1085061	13490	51669.6	159708	91688	1051	319115	32	303.6	2228
ERX633345.33	Mimiviridae	Mimiviridae_clade_14	MM14	Marine	10	357731	10545	35773.1	86435	46600	385	107876	30	280.2	1482
ERX633347.12	Mimiviridae	Mimiviridae_clade_14	MM14	Marine	13	318156	10767	24473.5	56409	25682	354	100228	23	283.1	1482
SRX559898.27	Mimiviridae	Mimiviridae_clade_14	MM14	hydrocarbon metagenome	16	534263	11780	33391.4	79592	40726	549	147439	30	268.6	1867
SRX559902.76	Mimiviridae	Mimiviridae_clade_14	MM14	hydrocarbon metagenome	12	445863	12832	37155.3	76358	42561	468	121533	30	259.7	1881
SRX802963.76	Mimiviridae	Mimiviridae_clade_14	MM14	Marine	13	791921	11350	60917	207183	64496	912	216041	22	236.9	2111
ERX556043.42	Mimiviridae	Mimiviridae_clade_15	MM15	Marine	32	708427	11657	22138.3	56014	23870	750	221063	22	294.8	2675
ERX288947.23	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	18	492322	11002	27351.2	75520	33198	452	155657	31	344.4	2433
ERX552246.6	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	20	306335	10428	15316.8	26268	14787	291	95294	34	327.5	1884
ERX552254.13	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	44	960936	10340	21839.5	78765	24784	985	298096	23	302.6	5280
ERX552255.53	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	20	445107	10278	22255.3	47368	23110	441	136803	26	310.2	4149
ERX552256.53	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	5	181046	17126	36209.2	59361	43017	174	57193	42	328.7	1795
ERX552300.8	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	15	890283	11937	59352.2	150720	91361	836	273237	23	326.8	1884
ERX555926.32	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	54	989164	10189	18317.9	45724	18167	991	309865	22	312.7	4313
ERX555952.65	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	43	752431	10211	17498.4	52218	17434	723	238322	24	329.6	8286
ERX556094.26	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	46	999762	10167	21734	68955	24306	1069	351317	23	328.6	4742
ERX556094.51	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	44	583960	10067	13271.8	23702	12878	623	188184	27	302.1	3328
SRX327520.21	Mimiviridae	Mimiviridae_clade_16	MM16	hydrocarbon metagenome	31	591527	10013	19081.5	46814	17962	545	160178	31	293.9	3427
SRX327520.277	Mimiviridae	Mimiviridae_clade_16	MM16	hydrocarbon metagenome	43	985600	10134	22920.9	54617	26527	862	288147	30	334.3	3272
SRX327520.331	Mimiviridae	Mimiviridae_clade_16	MM16	hydrocarbon metagenome	15	456320	11454	30421.3	66029	34768	447	139565	29	312.2	1921
SRX327722.29	Mimiviridae	Mimiviridae_clade_16	MM16	mine tailing	24	362370	10523	15098.8	26814	14541	296	97051	34	327.9	2080
